"site","T","Y","X","treat","ID","TAG","fallStatus","fallc1","fallc2","fallch","fallstem","fallnotes","earlySpringStatus","Spring1.Notes","date","status","c1","c2","ch","stem_d1","canopy","notes","herbivory"
"K","2","41.2","2.4","control","310","310","1","32","23","25","","sterile infls","1","","41779","1","34","24","25","","5","",""
"K","2","48.3","1.3","remove","311","311","1","53","17","42","","","1","","41779","1","48","39","43","","7","",""
"K","2","54.7","1.7","remove","312","312","1","26","17","26","","","1","","41779","1","32","21","28","","5","",""
"K","2","60.3","1.6","remove","313","313","1","62","45","46","","","1","","41779","1","65","42","41","","6","",""
"K","2","66.2","1.7","control","314","314","1","35","22","29","","","1","","41779","1","28","23","33","","4","",""
"K","2","72.8","2","control","315","315","1","54","39","25","","","1","","41779","1","57","40","26","","16","",""
"K","2","77.1","1.5","control","316","316","1","26","21","18","","","1","","41779","1","25","24","19","","3","",""
"K","2","83.3","2.3","remove","317","317","1","88","57","45","","","1","","41779","1","96","75","48","","35","",""
"K","2","90.6","2.9","remove","318","318","1","32","22","25","","","1","","41779","1","36","27","27","","6","",""
"K","2","96.3","2.5","remove","319","319","1","89","114","46","","","1","","41779","1","109","93","46","","49","",""
"J","3","6","-0.1","control","320","320","1","27","38","75","","","1","","41781","1","28","22","76","","4","",""
"J","3","12.6","0.3","remove","321","321","1","84","64","82","","","1","removal effective","41781","1","99","67","76","","38","",""
"J","3","17.7","-0.1","remove","322","322","1","39","22","61","","","1","broken branch dying ","41781","1","7","5","48","","1","",""
"J","3","24.6","0","remove","323","323","1","67","53","69","","","1","","41781","1","69","55","71","","19","",""
"J","3","30.3","-0.1","control","324","324","1","14","11","30","","","1","","41781","1","16","9","35","","1","",""
"J","3","35.8","0.5","remove","325","325","1","87","64","46","","","1","","41781","1","88","61","47","","14","",""
"J","3","41.6","0.4","remove","326","326","1","12","17","43","","","0","dry no lvs","41781","0","","","","","","left tag",""
"J","3","47.8","0","control","327","327","1","84","67","71","","","1","","41781","1","87","69","68","","14","",""
"J","3","53.8","0.2","remove","328","328","1","34","16","34","","","1","","41781","1","38","17","35","","3","",""
"J","3","59.8","-0.8","control","329","329","1","46","50","60","","","1","","41781","1","47","56","58","","8","",""
"J","3","65.9","0","remove","330","330","1","10","9","24","","","1","","41781","1","11","11","23","","1","",""
"J","3","72.4","0.2","remove","331","331","1","79","51","60","","","1","","41781","1","95","66","55","","22","",""
"J","3","77.7","0","control","332","332","1","8","5","15","","","1","","41781","1","10","7","14","","1","",""
"J","3","83.7","0.6","control","333","333","1","72","56","85","","","1","","41781","1","75","56","80","","23","",""
"J","3","90.9","-0.1","control","334","334","1","23","19","26","","","1","","41781","1","25","27","27","","4","",""
"J","3","95.9","-0.5","control","335","335","1","73","53","35","","","1","","41781","1","72","48","36","","12","",""
"L","3","4.2","0.1","control","336","336","1","2","1","4","","","1","","41780","1","3","2","5","2.4","","",""
"L","3","14.9","-4.3","control","337","337","1","3","2","6","","","0","dry gray broken","41780","3","","","","","","probably dead",""
"L","3","15.8","-3.3","control","338","338","1","4","6","6","","","1","","41780","1","7","6","7","3.9","","",""
"L","3","19.2","-2.3","control","339","339","3","1","1","7","","","0","dry no lvs","41780","3","","","","","","probably dead",""
"L","3","20.7","-0.7","remove","340","340","1","3","3","3","","","1","","41780","1","5","4","6","3.2","","",""
"L","3","23.1","-3.9","control","341","341","1","4","3","9","","","1","","41780","1","4","2","9","4","","",""
"L","3","24.9","2.2","control","342","342","1","4","3","8","","","0","no lvs","41780","3","","","","","","",""
"L","3","25.5","0.9","control","343","343","1","4","4","11","","","1","","41780","1","8","4","12","3.3","","",""
"L","3","26.5","-3.1","remove","344","344","1","4","3","11","","","0","dry gray","41780","3","","","","","","",""
"L","3","27.6","-2.8","control","345","345","1","2","2","4","","","1","","41780","1","3","3","6","2.1","","",""
"L","3","29.7","-0.6","control","346","346","1","4","5","8","","","1","","41780","1","7","5","9","3.9","","",""
"L","3","31.2","-0.7","remove","347","347","1","6","5","12","","","1","","41780","1","6","6","13","4.5","","",""
"L","3","30.7","-0.1","control","348","348","1","2","1","4","","","1","","41780","1","2","2","3","1.8","","lvs with yellow tips",""
"L","3","33.8","3.6","control","349","349","1","3","3","6","","stepped on","1","","41780","1","4","3","7","1.6","","",""
"L","3","34.1","2.2","remove","350","350","1","1","1","2","","","0","no lvs","41780","0","","","","","","",""
"L","3","39.9","0.8","remove","352","352","1","2","1","6","","","0","dry gray","41780","0","","","","","","",""
"L","3","42.6","-1","remove","354","354","1","4","4","9","","","1","x-positions off","41780","1","4","4","9","2.9","","",""
"L","3","45.5","4.7","remove","355","355","1","3","3","6","","","1","x-positions off","41780","1","4","4","6","2.4","","",""
"L","3","49.8","1","remove","356","356","1","3","2","5","","","1","x-positions off","41780","1","4","2","7","2","","",""
"L","3","53.1","2","remove","357","357","1","1","1","4","","","1","x-positions off","41780","1","3","1","3","1.5","","white spots on leaves",""
"L","3","57.1","-2.6","control","358","358","1","4","3","7","","","1","x-positions off","41780","1","4","3","8","2.3","","",""
"L","3","58.6","-3.5","remove","359","359","1","3","2","5","","","1","x-positions off","41780","1","5","3","6","2","","",""
"L","3","58.9","-2.8","remove","360","360","1","4","3","6","","","1","x-positions off","41780","1","5","4","5","2.4","","",""
"L","3","59.8","-3.5","control","361","361","1","2","2","5","","","0","dry gray","41780","0","","","","","","",""
"L","3","67.8","1","control","362","362","1","1","2","4","","","1","x-positions off","41780","1","3","2","4","1.6","","",""
"L","3","70.3","2","remove","363","363","1","2","2","7","","","1","x-positions off","41780","1","4","4","7","2.2","","",""
"L","3","72.7","-2.5","remove","365","365","1","2","1","3","","","1","x-positions off","41780","1","2","3","4","2","","",""
"L","3","74.8","-3","remove","366","366","1","2","1","7","","","1","x-positions off","41780","1","6","3","9","3.1","","",""
"L","3","77.5","-1.4","control","367","367","1","1","1","3","","","0","dry gray","41780","0","","","","","","",""
"L","4","6.3","0.6","remove","368","368","1","59","40","58","","","1","","41780","1","54","39","57","","12","",""
"L","4","12.3","0","control","369","369","1","62","69","55","","","1","","41780","1","64","49","56","","19","",""
"L","4","17.5","0.5","control","370","370","1","26","18","26","","","1","","41780","1","34","26","31","","5","",""
"L","4","24","0.8","control","371","371","1","112","86","51","","","1","","41780","1","86","89","50","","27","",""
"L","4","30.1","0.5","remove","372","372","1","38","19","26","","","1","","41780","1","43","19","28","","4","",""
"L","4","38.6","1.1","control","373","373","1","122","98","57","","","1","","41780","1","114","95","58","","29","",""
"L","4","41.4","1.5","remove","374","374","1","5","7","14","","","1","","41780","1","11","9","15","","1","",""
"L","4","49","0.3","remove","375","375","1","85","103","49","","","1","","41780","1","83","86","45","","35","some dead branches on edge",""
"L","4","53.7","0.3","control","376","376","1","40","29","38","","","1","","41780","1","42","31","36","","7","",""
"L","4","60.3","0.6","remove","377","377","1","130","180","73","","","1","","41780","1","150","120","65","","95","",""
"L","4","66.6","-1","control","378","378","1","20","10","17","","","1","","41780","1","18","18","16","","1","",""
"L","4","72","-0.7","remove","379","379","1","37","32","36","","","1","","41780","1","33","33","35","","9","",""
"L","4","78.5","-0.1","control","380","380","1","30","23","25","","","1","","41780","1","27","23","29","","4","",""
"L","4","80.4","2.9","remove","381","381","1","62","44","45","","","1","","41780","1","51","43","43","","8","",""
"L","4","89.5","-0.9","remove","382","382","1","33","14","26","","","1","","41780","1","39","16","31","","4","",""
"L","4","95.9","-0.2","remove","383","383","1","40","44","26","","","1","","41780","1","50","37","30","","7","",""
"L","2","6.2","-0.5","remove","384","384","1","47","28","39","","","1","","41780","1","51","32","38","","9","",""
"L","2","10.8","-0.8","remove","385","385","1","64","59","49","","","1","","41780","1","66","55","48","","21","",""
"L","2","17.6","0.9","control","386","386","1","11","9","19","","","1","","41780","1","11","11","21","","1","",""
"L","2","23.1","-1.8","control","387","387","1","101","90","60","","","1","","41780","1","110","89","67","","60","canopy thinning out",""
"L","2","29.3","0","remove","388","388","1","27","20","35","","infls. Eaten","1","","41780","1","28","28","35","","6","",""
"L","2","35.7","-0.4","control","389","389","1","66","55","67","","","1","","41780","1","69","64","68","","28","",""
"L","2","42.6","-0.1","control","390","390","1","6","5","34","","","1","small hidden under larger plant","41780","1","7","6","32","","1","",""
"L","2","47.2","0","remove","391","391","1","70","54","60","","","1","x-positions off","41780","1","55","41","59","","14","",""
"L","2","53.9","1.1","control","392","392","1","24","19","28","","","1","x-positions off","41780","1","21","25","32","","3","",""
"L","2","57.3","-0.9","remove","393","393","1","65","82","55","","","1","x-positions off","41780","1","93","63","54","","36","",""
"L","2","65.7","-0.4","remove","394","394","1","36","10","27","","","1","top dead","41780","1","9","7","17","","1","resprouting",""
"L","2","70.5","0.1","control","395","395","1","57","27","35","","","1","x-positions off","41780","1","51","20","33","","5","",""
"L","2","77.2","-0.1","control","396","396","1","31","15","34","","many sterile infls.","1","x-positions off","41780","1","32","21","34","","","right next to separate plant",""
"L","2","81","-0.2","control","397","397","1","66","47","48","","","1","x-positions off","41780","1","57","50","50","","18","",""
"L","2","90.4","-0.3","remove","398","398","1","7","7","9","","","1","","41780","1","11","12","10","","1","",""
"L","2","97","-1","control","399","399","1","81","52","41","","","1","","41780","1","88","54","43","","19","",""
"M","2","1.6","-3","control","400","400","1","1","4","4","","","1","browsed","41782","1","1","1","3","1.1","","one leaf",""
"M","2","3.7","-1.7","control","401","401","1","3","3","6","","","1","frost heave","41782","1","4","3","5","2.2","","",""
"M","2","6.5","-2.6","control","402","402","1","2","1","5","","","1","browsed resprouting","41782","1","1","1","6","2.4","","",""
"M","2","14.1","1","remove","403","403","1","3","3","8","","","1","browsed","41782","1","2","1","5","2.1","","",""
"M","2","17.1","-1.5","remove","404","404","1","1","1","7","","","0","pulled up ","41782","0","","","","","","",""
"M","2","17.5","-4","remove","405","405","3","3","3","7","","","0","dry no lvs","41782","3","","","","","","left tag, no lvs",""
"M","2","27.5","2.5","remove","406","406","1","2","1","5","","","1","","41782","3","","","","","","no leaves",""
"M","2","30","1.5","remove","407","407","1","4","3","5","","","1","","41782","1","4","2","4","2.6","","",""
"M","2","43.9","-0.3","control","409","409","1","2","2","5","","","1","","41782","1","2","1","5","1.4","","",""
"M","2","47.5","0.2","remove","410","410","0","","","","","Eaten","0","no lvs","41782","0","","","","","","no regrowth",""
"M","2","47.8","-0.5","remove","411","411","0","","","","","Eaten","0","dry no lvs","41782","0","","","","","","no regrowth plant dead.  Moved tag to nearby seedling as #411",""
"M","2","57.4","3.3","control","414","414","1","2","2","9","","","0","browsed no lvs","41782","0","","","","","","no regrowth ",""
"M","2","77.5","0.2","control","415","415","1","2","2","6","","","1","browsed","41782","1","2","1","5","2.5","","",""
"M","3","5.9","-0.4","control","416","416","1","16","12","33","","","1","","41782","1","16","13","35","","1","",""
"M","3","12.4","-0.5","control","417","417","1","82","49","54","","","1","","41782","1","89","57","53","","25","",""
"M","3","18.1","0","remove","418","418","1","32","29","56","","","1","","41782","1","37","28","53","","7","",""
"M","3","24.7","-0.1","remove","419","419","1","140","106","73","","","1","","41782","1","137","109","67","","40","",""
"M","3","30.1","-0.1","remove","420","420","1","35","29","54","","","1","","41782","1","26","24","54","","4","",""
"M","3","36.5","-0.3","remove","421","421","1","145","66","54","","","1","","41782","1","135","62","50","","28","",""
"M","3","47.9","0.1","control","423","423","1","61","45","65","","","1","","41782","1","63","49","68","","9","",""
"M","3","54.3","-0.7","control","424","424","1","5","5","13","","","1","","41782","1","5","4","12","","1","browsed","1"
"M","3","60.7","-0.4","control","425","425","1","76","49","67","","","1","","41782","1","79","58","70","","28","",""
"M","3","65.8","-0.1","control","426","426","1","14","15","33","","","1","","41782","1","16","14","38","","1","",""
"M","3","71.8","0.3","remove","427","427","1","78","46","75","","","1","","41782","1","86","62","73","","21","",""
"M","3","78.3","0","remove","428","428","1","40","23","53","","","0","","41782","0","","","","","","left tag",""
"M","3","84.1","0.1","control","429","429","1","57","61","74","","","1","","41782","1","74","49","73","","11","",""
"M","3","95.9","0.6","remove","431","431","1","55","57","70","","","1","","41782","1","61","59","69","","13","",""
"J","4","7","-0.5","control","432","432","1","4","4","8","","","1","","41781","1","4","4","8","2.7","","",""
"J","4","17","0.5","control","435","435","1","2","2","5","","","1","","41781","1","2","1","5","2.1","","",""
"J","4","27","-0.5","remove","436","436","1","4","4","6","","","1","","41781","1","4","4","5","2.8","","",""
"J","4","27","0.5","control","437","437","1","3","2","4","","","1","resprouting ","41781","1","2","2","4","1.6","","",""
"J","4","37","-0.5","remove","438","438","1","1","1","3","","","1","","41781","1","2","2","4","1.7","","",""
"J","4","37","0.5","control","439","439","1","4","4","8","","","1","","41781","1","5","4","7","2.6","","",""
"J","4","47","-0.5","control","440","440","1","3","3","6","","","1","","41781","1","4","3","6","1.9","","",""
"J","4","47","0.5","remove","441","441","0","","","","","Eaten","0","","41781","0","","","","","","left tag",""
"J","4","57","-0.5","control","442","442","0","","","","","Eaten","0","","41781","0","","","","","","left tag",""
"J","4","57","0.5","remove","443","443","1","3","2","5","","","1","","41781","1","4","3","5","2.6","","",""
"J","4","67","-0.5","control","444","444","1","2","2","5","","","1","","41781","1","3","2","6","1.7","","",""
"J","4","67","0.5","remove","445","445","1","3","2","5","","","1","","41781","1","4","4","5","2.6","","",""
"J","4","77","-0.5","control","446","446","1","4","3","6","","","1","","41781","1","3","3","6","2.3","","",""
"J","4","77","0.5","remove","447","447","1","2","1","6","","","1","resprouting ","41781","1","3","3","5","2.9","","",""
"J","4","87","-0.5","remove","448","448","0","","","","","Eaten","0","","41781","0","","","","","","",""
"J","4","87","0.5","control","449","449","0","","","","","Eaten","0","","41781","0","","","","","","",""
"A","3","27","-0.5","control","456","456","1","4","2","5","","","1","yellowish","41779","1","4","2","4","1.6","","Y Change, yellowish",""
"K","4","97","-0.5","control","490","490","3","1","1","4","","Only 2 leaves left","0","probably dead","41779","0","","","","","","",""
"B","1","7","-0.5","remove","492","492","1","3","2","4","","","0","","41778","0","","","","","","",""
"B","1","24","-0.5","control","496","496","3","1","1","3","","","0","","41778","0","","","","","","",""
"B","1","51","-0.5","remove","500","500","3","2","1","4","","","0","","41778","0","","","","","","",""
"B","1","67","0.5","remove","505","505","3","3","2","5","","","0","","41778","0","","","","","","dry and gray",""
"B","1","87","-0.5","control","508","508","1","3","3","4","","","0","","41778","0","","","","","","",""
"B","1","97","-0.5","remove","510","510","1","1","1","2","","","3","","41778","0","","","","","","",""
"B","1","97","0.5","control","511","511","1","2","3","5","","","0","","41778","0","","","","","","",""
"M","4","7","-0.5","control","512","512","1","3","3","6","","","1","","41782","1","4","3","6","2.7","","",""
"M","4","7","0.5","remove","513","513","1","3","2","5","","","1","","41782","1","4","3","5","2.2","","",""
"M","4","17","-0.5","remove","514","514","1","2","1","3","","","1","browsed","41782","3","","","","","","dried out",""
"M","4","17","0.5","control","515","515","1","2","2","5","","","1","browsed","41782","1","2","2","3","1.7","","resprouting ",""
"M","4","27","-0.5","remove","516","516","1","3","3","5","","","1","browsed","41782","1","1","1","3","1.6","","resprouting ",""
"M","4","27","0.5","control","517","517","1","1","1","4","","","0","dry no lvs","41782","0","","","","","","left tag",""
"M","4","37","0.5","control","519","519","1","2","2","4","","","1","","41782","1","2","3","4","1.7","","",""
"M","4","47","-0.5","control","520","520","1","3","2","4","","","0","dry no lvs","41782","0","","","","","","left tag",""
"M","4","47","0.5","remove","521","521","1","2","2","6","","","1","browsed resprouting ","41782","1","4","2","5","2","","",""
"M","4","57","-0.5","control","522","522","3","2","1","4","","","0","browsed no lvs","41782","0","","","","","","left tag",""
"M","4","67","-0.5","remove","524","524","1","1","2","5","","","1","","41782","3","","","","","","freshly browsed","1"
"M","4","67","0.5","control","525","525","1","3","2","4","","","1","","41782","1","2","3","4","1.8","","",""
"M","4","77","0.5","remove","527","527","1","3","3","9","","","1","","41782","1","2","2","6","2.5","","",""
"M","4","87","-0.5","control","528","528","1","2","2","5","","","1","healthy! ","41782","1","6","4","6","2.4","","",""
"M","4","87","0.5","remove","529","529","3","3","2","6","","","3","browsed no lvs","41782","0","","","","","","left tag",""
"M","4","97","-0.5","control","530","530","1","3","2","7","","","3","browsed still flxble ","41782","0","","","","","","left tag",""
"G","3","7","-0.5","control","532","532","1","2","1","3","","","1","","41781","1","2","2","3","1.3","","",""
"G","3","7","0.5","remove","533","533","1","2","1","5","","","1","","41781","1","3","2","5","2","","",""
"G","3","17","-0.5","remove","534","534","1","2","2","5","","","0","browsed","41781","0","","","","","","left tag",""
"G","3","27","-0.5","control","536","536","1","3","1","5","","","1","","41781","1","3","1","5","1.4","","",""
"G","3","37","-0.5","remove","538","538","1","3","4","9","","","1","","41781","1","7","6","10","3.5","","",""
"G","3","37","0.5","control","539","539","1","2","3","4","","","1","","41781","1","4","4","4","1.6","","",""
"G","3","47","-0.5","remove","540","540","1","3","4","6","","","0","browsed","41781","3","","","","","","",""
"G","3","57","-0.5","control","542","542","1","3","4","6","","","1","","41781","1","4","4","7","2.6","","",""
"G","3","57","0.5","remove","543","543","1","3","2","4","","","1","","41781","1","3","3","4","2.1","","",""
"G","3","67","0.5","control","545","545","1","3","3","5","","","0","dry gray","41781","0","","","","","","",""
"G","3","77","-0.5","remove","546","546","3","1","1","4","","","0","browsed","41781","0","","","","","","",""
"G","3","87","-0.5","control","548","548","1","1","2","4","","","1","","41781","1","3","3","4","1.6","","",""
"G","3","87","0.5","remove","549","549","1","1","1","4","","","1","","41781","1","3","3","3","1.7","","",""
"H","3","17","0.5","control","554","554","1","2","3","5","","","1","","41781","1","3","3","6","2.3","","",""
"H","3","27","-0.5","control","556","556","3","2","1","5","","","0","dry gray","41781","0","","","","","","left tag",""
"H","3","27","0.5","remove","557","557","3","1","1","1","","Eaten","0","no lvs","41781","0","","","","","","browsed, left tag","1"
"H","3","37","-0.5","remove","558","558","1","3","3","4","","","1","","41781","1","4","3","5","2.2","","",""
"H","3","47","-0.5","remove","560","560","1","2","2","6","","","1","","41781","1","5","4","5","2.7","","",""
"H","3","47","0.5","control","561","561","1","4","3","5","","","1","","41781","1","4","2","5","1.8","","",""
"H","3","57","-0.5","remove","562","562","1","3","3","5","","","1","","41781","1","4","4","6","3.1","","",""
"H","3","57","0.5","control","563","563","1","2","1","4","","","1","","41781","1","3","2","4","2.1","","",""
"H","3","67","-0.5","control","564","564","1","4","2","8","","","1","","41781","1","3","3","9","2.4","","",""
"H","3","77","0.5","control","567","567","3","1","1","4","","Eaten","0","no lvs","41781","3","","","","","","",""
"H","3","87","0.5","control","569","569","1","1","1","4","","","1","","41781","1","3","3","3","2.1","","",""
"L","5","7","0.5","remove","573","573","1","3","2","5","","","0","dry no lvs","41780","0","","","","","","",""
"L","5","17","-0.5","remove","574","574","1","2","1","4","","","0","","41780","3","","","","","","probably dead",""
"L","5","27","0.5","remove","577","577","1","4","3","7","","","0","dry no lvs","41780","0","","","","","","",""
"L","5","37","-0.5","remove","578","578","1","4","2","6","","","1","","41780","1","4","3","6","2.5","","",""
"L","5","37","0.5","control","579","579","1","4","2","5","","","1","","41780","1","4","3","6","2.1","","",""
"L","5","47","-0.5","control","580","580","1","3","3","4","","","1","","41780","1","5","3","5","1.7","","",""
"L","5","47","0.5","remove","581","581","1","3","2","5","","","1","","41780","1","4","4","5","2.3","","",""
"L","5","58","-0.5","control","582","582","1","2","2","4","","","1","","41780","1","2","3","4","1.8","","",""
"L","5","58","0.5","remove","583","583","1","3","3","5","","","1","","41780","1","4","5","5","3.1","","",""
"L","5","67","-0.5","remove","584","584","1","4","4","8","","","1","","41780","1","5","4","8","3","","",""
"L","5","67","0.5","control","585","585","1","3","1","7","","","0","dry no lvs","41780","0","","","","","","",""
"L","5","78","-0.5","remove","586","586","1","3","3","6","","","1","","41780","1","6","6","9","3.6","","",""
"L","5","78","0.5","control","587","587","3","4","4","6","","","0","dry lvs falling off","41780","0","","","","","","",""
"L","5","87","-0.5","control","588","588","1","2","2","6","","","0","dry gray","41780","0","","","","","","",""
"L","5","87","0.5","remove","589","589","1","3","2","6","","","0","dry gray","41780","0","","","","","","",""
"L","5","97","-0.5","control","590","590","1","3","3","5","","","1","","41780","1","4","3","5","2","","",""
"L","5","97","0.5","remove","591","591","1","2","2","4","","","1","","41780","1","4","3","4","2.4","","",""
"C","3","7","0.5","remove","592","592","1","3","2","4","","","1","removal ineffective","41780","1","4","4","6","2.4","","note change in x coordinate",""
"C","3","7","-0.5","control","593","593","3","2","1","6","","","0","dry no lvs","41780","0","","","","","","note change in x coordinate",""
"C","3","27","-0.5","remove","596","596","1","2","2","4","","","1","","41780","1","5","3","7","2.9","","",""
"C","3","27","0.5","control","597","597","1","2","1","4","","","0","dry no lvs","41780","0","","","","","","",""
"C","3","37","-0.5","control","598","598","1","3","3","5","","","1","","41780","1","3","3","5","2.4","","",""
"C","3","49","-0.5","control","600","600","1","4","3","5","","","1","","41780","1","4","4","6","2.8","","",""
"C","3","49","0.5","remove","601","601","1","4","3","5","","","1","","41780","1","6","6","5","4.5","","",""
"C","3","56","0.5","remove","603","603","1","3","3","5","","","1","","41780","1","6","5","7","4.1","","",""
"C","3","67","-0.5","remove","604","604","1","3","2","6","","","1","","41780","1","5","3","4","3.1","","",""
"C","3","67","0.5","control","605","605","1","2","1","4","","","1","","41780","1","4","2","5","2","","",""
"C","3","77","-0.5","control","606","606","1","4","2","3","","","0","no lvs","41780","0","","","","","","",""
"C","3","87","-0.5","control","608","608","1","1","1","3","","","0","no lvs","41780","0","","","","","","",""
"C","3","87","0.5","remove","609","609","1","1","1","3","","","0","no lvs","41780","0","","","","","","",""
"C","3","97","-0.5","control","610","610","1","2","3","5","","","1","healthy! ","41780","1","4","4","8","2.4","","",""
"C","3","97","0.5","remove","611","611","1","3","1","3","","","0","no lvs","41780","0","","","","","","",""
"I","4","37","-0.5","remove","618","618","1","3","1","5","","","1","","41779","1","4","2","6","2.4","","",""
"I","4","67","-0.5","remove","624","624","3","1","1","8","","","0","","41779","0","","","","","","",""
"I","4","87","-0.5","control","628","628","1","2","1","4","","","1","","41779","1","1","1","3","1.8","","resprouting",""
"I","4","87","0.5","remove","629","629","3","1","1","1","","no leaves","0","","41779","0","","","","","","",""
"J","4","5","0.5","control","633","633","1","3","2","4","","","1","","41781","1","4","3","4","1.6","","",""
"J","4","15","-0.5","remove","634","634","0","","","","","LT","0","no lvs","41781","0","","","","","","",""
"J","4","15","0.5","control","635","635","1","3","2","5","","","1","","41781","1","4","2","5","2.1","","",""
"J","4","25","-0.5","remove","636","636","1","3","2","6","","","1","","41781","1","3","2","6","2.2","","",""
"J","4","25","0.5","control","637","637","1","2","1","5","","","1","","41781","1","3","1","4","1.7","","",""
"J","4","35","-0.5","control","638","638","1","3","3","5","","","1","","41781","1","4","2","4","2.2","","",""
"J","4","35","0.5","remove","639","639","0","","","","","Eaten","0","no lvs","41781","0","","","","","","",""
"J","4","55","-0.5","remove","642","642","0","","","","","Eaten","0","","41781","0","","","","","","left tag",""
"J","4","55","0.5","control","643","643","1","3","3","6","","","1","","41781","1","3","2","5","1.8","","",""
"J","4","65","-0.5","control","644","644","1","2","2","4","","","1","","41781","1","2","1","5","1.5","","",""
"J","4","75","-0.5","remove","646","735","0","","","","","Eaten","0","change tag","41781","0","","","","","","no leaves",""
"J","4","75","0.5","control","647","647","1","1","1","3","","","1","","41781","1","1","1","3","1.5","","",""
"J","4","85","-0.5","remove","648","648","1","3","2","3","","","1","","41781","1","3","3","3","2.1","","",""
"J","4","85","0.5","control","649","649","1","4","2","5","","","1","","41781","1","4","2","5","2.4","","",""
"B","1","5","-0.5","control","652","652","3","1","1","2","","","0","","41778","0","","","","","","",""
"B","1","15","-0.5","remove","654","654","1","3","2","4","","","1","","41778","1","6","6","5","2.4","","",""
"B","1","15","0.5","control","655","655","3","1","1","2","","","0","","41778","0","","","","","","",""
"B","1","20","-0.5","remove","656","656","1","2","2","5","","","0","","41778","0","","","","","","",""
"B","1","40","0.5","control","659","659","3","2","2","4","","","0","","41778","0","","","","","","",""
"B","1","55","0.5","control","663","663","3","2","1","5","","","0","","41778","0","","","","","","",""
"B","1","65","-0.5","control","664","664","3","4","2","3","","","3","unsure of status","41778","3","","","","","","no lvs. ",""
"B","1","65","0.5","remove","665","665","1","4","4","5","","","1","","41778","1","5","6","5","2.5","","",""
"B","1","75","0.5","control","667","667","1","2","2","4","","","1","","41778","1","3","3","6","1.8","","",""
"B","1","85","-0.5","remove","668","668","1","3","2","4","","","0","","41778","0","","","","","","",""
"B","1","85","0.5","control","669","669","3","1","1","2","","","0","","41778","0","","","","","","",""
"B","1","95","-0.5","remove","670","670","1","2","2","5","","","1","removal effective","41778","1","4","5","5","2.3","","",""
"B","1","95","0.5","control","671","671","1","2","2","4","","","0","","41778","0","","","","","","",""
"K","4","25","-0.5","remove","676","676","0","","","","","","","","41779","","","","","","","Not there in spring",""
"K","4","35","-0.5","control","678","678","1","3","2","6","","","","","41779","1","5","4","7","2.3","","",""
"K","4","55","-0.5","remove","682","682","1","3","3","5","","","1","","41779","1","5","4","7","2.5","","",""
"K","4","65","-0.5","control","684","684","1","3","3","7","","","1","","41779","1","4","4","8","2.3","","",""
"K","4","95","0.5","remove","691","691","1","3","2","4","","","1","","41779","1","6","7","5","2.8","","",""
"A","3","5","-0.5","control","692","692","1","3","2","3","","","1","","41779","1","4","3","5","2.1","","",""
"A","3","15","0.5","control","695","695","1","3","1","4","","","0","","41779","0","","","","","","",""
"A","3","25","-0.5","control","696","696","1","3","2","7","","","1","","41779","1","4","3","6","2.2","","",""
"A","3","25","0.5","remove","697","697","1","4","3","7","","","1","","41779","1","3","4","8","1.8","","",""
"A","3","35","0.5","remove","699","699","1","2","2","5","","","1","","41779","1","6","4","6","2.8","","",""
"A","3","45","0.5","control","701","701","1","3","3","5","","","1","","41779","1","4","4","6","2.8","","",""
"A","3","55","-0.5","remove","702","702","1","3","2","3","","","1","","41779","1","4","3","4","2","","",""
"A","3","65","-0.5","remove","704","704","1","3","3","6","","","1","","41779","1","6","4","7","3","","",""
"A","3","65","0.5","control","705","705","1","2","1","4","","","1","","41779","1","2","2","4","1.5","","",""
"A","3","75","-0.5","remove","706","706","1","2","1","5","","","0","herbivory","41779","1","0","","","","","",""
"A","3","85","-0.5","remove","708","708","1","3","3","5","","","1","","41779","1","7","6","7","3.2","","",""
"A","3","85","0.5","control","709","709","1","3","2","4","","","0","dry wilted","41779","3","","","","","","",""
"A","3","95","-0.5","control","710","710","1","2","2","4","","","1","","41779","1","3","3","5","2","","",""
"M","4","5","-0.5","control","712","712","1","3","3","6","","","1","","41782","1","3","1","5","1.8","","",""
"M","4","15","-0.5","control","714","714","1","4","3","6","","","1","","41782","1","3","2","5","2.8","","",""
"M","4","15","0.5","remove","715","715","1","","","","","Eaten","1","browsed resprouting back to life","41782","1","3","2","2","2.3","","resprouting",""
"M","4","25","-0.5","control","716","716","3","1","1","4","","","0","dry no lvs","41782","0","","","","","","left tag",""
"M","4","25","0.5","remove","717","717","0","","","","","Eaten","0","no lvs","41782","0","","","","","","",""
"M","4","35","-0.5","control","718","718","0","","","","","Eaten","0","no lvs","41782","0","","","","","","",""
"M","4","35","0.5","remove","719","719","1","3","1","5","","","3","browsed still flxble ","41782","0","","","","","","left tag",""
"M","4","45","0.5","remove","721","721","0","","","","","LT","0","browsed","41782","0","","","","","","",""
"M","4","65","-0.5","remove","724","724","0","","","","","Eaten","0","no lvs","41782","0","","","","","","",""
"M","4","65","0.5","control","725","725","1","3","2","6","","","1","browsed resprouting","41782","1","2","1","4","1.5","","",""
"M","4","75","0.5","control","727","727","1","2","2","4","","","1","browsed resprouting","41782","1","1","1","2","1.6","","",""
"M","4","84","-0.5","control","728","728","3","2","2","5","","","0","dry gray","41782","0","","","","","","left tag",""
